,Unnamed: 0,idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family,rxn_smiles,rxn_smiles_random,rxn_smiles_rxnmapper,rxn_smiles_nomapping
22,22,24,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[C:5](=[C:6]([H:15])[H:16])([H:13])[H:14].[O:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:8])[H:9])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C3H6O.C2H4/c1-2-3-4;1-2/h2,4H,1,3H2;1-2H2",107.75396,41.1194,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[C:5](=[C:6]([H:15])[H:16])([H:13])[H:14].[O:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:4]1([H:15])[C:2]([H:7])([H:13])[C:3]([H:8])([H:10])[C:6]([H:14])([H:16])[C:5]1([H:11])[H:12])[H:9]>>[C:5](=[C:6]([H:15])[H:16])([H:13])[H:14].[O:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:8])[H:9])[H:7],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH2:1]=[CH2:2].[CH2:3]=[CH:4][CH2:5][OH:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[C](=[C]([H])[H])([H])[H].[O]([C]([C](=[C]([H])[H])[H])([H])[H])[H]
23,23,25,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[H:7][H:12].[O:1]=[C:2]([C:6]([C:5]([C:4](=[C:3]([H:9])[H:10])[H:11])([H:13])[H:14])([H:15])[H:16])[H:8],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H8O.H2/c1-2-3-4-5-6;/h2,5H,1,3-4H2;1H",88.47536,34.5595,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[H:7][H:12].[O:1]=[C:2]([C:6]([C:5]([C:4](=[C:3]([H:9])[H:10])[H:11])([H:13])[H:14])([H:15])[H:16])[H:8],[O:1]([C:2]1([H:14])[C:4]([H:8])([H:15])[C:3]([H:10])([H:11])[C:6]([H:7])([H:12])[C:5]1([H:9])[H:13])[H:16]>>[H:7][H:12].[O:1]=[C:2]([C:6]([C:5]([C:4](=[C:3]([H:9])[H:10])[H:11])([H:13])[H:14])([H:15])[H:16])[H:8],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH2:1]=[CH:2][CH2:3][CH2:4][CH:5]=[O:6].[H:7][H:8],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[H][H].[O]=[C]([C]([C]([C](=[C]([H])[H])[H])([H])[H])([H])[H])[H]
24,24,26,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[C:4](=[C:5]([H:13])[H:14])([H:11])[H:12].[O:1]([C:2](=[C:3]([H:9])[H:10])[C:6]([H:8])([H:15])[H:16])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C3H6O.C2H4/c1-3(2)4;1-2/h4H,1H2,2H3;1-2H2",106.66318,30.54774,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[C:4](=[C:5]([H:13])[H:14])([H:11])[H:12].[O:1]([C:2](=[C:3]([H:9])[H:10])[C:6]([H:8])([H:15])[H:16])[H:7],[O:1]([C:3]1([H:13])[C:2]([H:9])([H:15])[C:4]([H:10])([H:12])[C:6]([H:7])([H:8])[C:5]1([H:11])[H:14])[H:16]>>[C:4](=[C:5]([H:13])[H:14])([H:11])[H:12].[O:1]([C:2](=[C:3]([H:9])[H:10])[C:6]([H:8])([H:15])[H:16])[H:7],[CH2:1]1[CH2:2][CH2:3][CH:4]([OH:6])[CH2:5]1>>[CH2:1]=[CH2:2].[CH2:3]=[C:4]([CH3:5])[OH:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[C](=[C]([H])[H])([H])[H].[O]([C](=[C]([H])[H])[C]([H])([H])[H])[H]
25,25,27,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[C@:2]12([H:8])[C:3]([H:9])([H:10])[C@@:4]1([H:11])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16].[O:1]([H:7])[H:12],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H8.H2O/c1-2-5-3-4(1)5;/h4-5H,1-3H2;1H2/t4-,5+;",96.254,38.33502,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[C@:2]12([H:8])[C:3]([H:9])([H:10])[C@@:4]1([H:11])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16].[O:1]([H:7])[H:12],[O:1]([C:3]1([H:11])[C:2]([H:9])([H:15])[C:4]([H:8])([H:12])[C:6]([H:14])([H:16])[C:5]1([H:7])[H:10])[H:13]>>[C@:2]12([H:8])[C:3]([H:9])([H:10])[C@@:4]1([H:11])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16].[O:1]([H:7])[H:12],[CH2:1]1[CH2:2][CH:3]([OH:6])[CH2:4][CH2:5]1>>[CH2:1]1[CH2:2][C@H:3]2[CH2:4][C@@H:5]12.[OH2:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[C@]12([H])[C]([H])([H])[C@@]1([H])[C]([H])([H])[C]2([H])[H].[O]([H])[H]
26,26,28,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[C:3](=[C:4]([H:11])[H:12])([H:9])[H:10].[O:1](/[C:2](=[C:6](\[C:5]([H:13])([H:14])[H:15])[H:16])[H:8])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C3H6O.C2H4/c1-2-3-4;1-2/h2-4H,1H3;1-2H2/b3-2-;",108.59933,35.45933,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[C:3](=[C:4]([H:11])[H:12])([H:9])[H:10].[O:1](/[C:2](=[C:6](\[C:5]([H:13])([H:14])[H:15])[H:16])[H:8])[H:7],[O:1]([C:4]1([H:15])[C:5]([H:8])([H:13])[C:2]([H:7])([H:9])[C:3]([H:10])([H:11])[C:6]1([H:14])[H:16])[H:12]>>[C:3](=[C:4]([H:11])[H:12])([H:9])[H:10].[O:1](/[C:2](=[C:6](\[C:5]([H:13])([H:14])[H:15])[H:16])[H:8])[H:7],[CH2:1]1[CH:3]([OH:4])[CH2:2][CH2:6][CH2:5]1>>[CH3:1]/[CH:2]=[CH:3]\[OH:4].[CH2:5]=[CH2:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[C](=[C]([H])[H])([H])[H].[O](/[C](=[C](\[C]([H])([H])[H])[H])[H])[H]
27,27,29,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[H:10][H:14].[O:1]([C@:2]1([H:8])[C:3]([H:9])=[C:4]([H:11])[C:5]([H:12])([H:13])[C:6]1([H:15])[H:16])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H8O.H2/c6-5-3-1-2-4-5;/h1,3,5-6H,2,4H2;1H/t5-;/m1./s1",106.1555,27.69671,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[H:10][H:14].[O:1]([C@:2]1([H:8])[C:3]([H:9])=[C:4]([H:11])[C:5]([H:12])([H:13])[C:6]1([H:15])[H:16])[H:7],[O:1]([C:5]1([H:16])[C:2]([H:11])([H:12])[C:3]([H:10])([H:14])[C:6]([H:7])([H:9])[C:4]1([H:13])[H:15])[H:8]>>[H:10][H:14].[O:1]([C@:2]1([H:8])[C:3]([H:9])=[C:4]([H:11])[C:5]([H:12])([H:13])[C:6]1([H:15])[H:16])[H:7],[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6]1>>[OH:1][C@@H:2]1[CH:3]=[CH:4][CH2:5][CH2:6]1.[H:7][H:8],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[H][H].[O]([C@]1([H])[C]([H])=[C]([H])[C]([H])([H])[C]1([H])[H])[H]
28,28,30,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C:2]1([C:6]([C:5]([H:8])([H:13])[H:14])([H:15])[H:16])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H10O/c1-2-5(6)3-4-5/h6H,2-4H2,1H3",116.28447,22.09724,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[O:1]([C:2]1([C:6]([C:5]([H:8])([H:13])[H:14])([H:15])[H:16])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])[H:7],[O:1]([C:3]1([H:15])[C:5]([H:10])([H:16])[C:4]([H:9])([H:12])[C:2]([H:11])([H:13])[C:6]1([H:7])[H:8])[H:14]>>[O:1]([C:2]1([C:6]([C:5]([H:8])([H:13])[H:14])([H:15])[H:16])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])[H:7],[CH2:1]1[CH2:2][CH:3]([OH:4])[CH2:6][CH2:5]1>>[CH3:1][CH2:2][C:3]1([OH:4])[CH2:5][CH2:6]1,[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[O]([C]1([C]([C]([H])([H])[H])([H])[H])[C]([H])([H])[C]1([H])[H])[H]
29,29,31,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[H:8][H:15].[O:1]([C:2]1=[C:6]([H:16])[C:5]([H:13])([H:14])[C:4]([H:11])([H:12])[C:3]1([H:9])[H:10])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H8O.H2/c6-5-3-1-2-4-5;/h3,6H,1-2,4H2;1H",119.7306,24.6623,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[H:8][H:15].[O:1]([C:2]1=[C:6]([H:16])[C:5]([H:13])([H:14])[C:4]([H:11])([H:12])[C:3]1([H:9])[H:10])[H:7],[O:1]([C:5]1([H:7])[C:3]([H:11])([H:12])[C:2]([H:14])([H:15])[C:6]([H:10])([H:13])[C:4]1([H:8])[H:9])[H:16]>>[H:8][H:15].[O:1]([C:2]1=[C:6]([H:16])[C:5]([H:13])([H:14])[C:4]([H:11])([H:12])[C:3]1([H:9])[H:10])[H:7],[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6]1>>[OH:1][C:2]1=[CH:3][CH2:4][CH2:5][CH2:6]1.[H:7][H:8],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[H][H].[O]([C]1=[C]([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]
30,30,32,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]=[C:2]([C:6]([C:5]([C:4]([C:3]([H:7])([H:9])[H:10])([H:11])[H:12])([H:13])[H:14])([H:15])[H:16])[H:8],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3",79.0211,4.92599,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[O:1]=[C:2]([C:6]([C:5]([C:4]([C:3]([H:7])([H:9])[H:10])([H:11])[H:12])([H:13])[H:14])([H:15])[H:16])[H:8],[O:1]([C:2]1([H:16])[C:3]([H:8])([H:15])[C:4]([H:7])([H:10])[C:5]([H:12])([H:14])[C:6]1([H:11])[H:13])[H:9]>>[O:1]=[C:2]([C:6]([C:5]([C:4]([C:3]([H:7])([H:9])[H:10])([H:11])[H:12])([H:13])[H:14])([H:15])[H:16])[H:8],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH:5]=[O:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[O]=[C]([C]([C]([C]([C]([H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
31,31,33,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[H:7][H:9].[O:1]=[C:2]([C:3]1([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:8],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H8O.H2/c6-4-5-2-1-3-5;/h4-5H,1-3H2;1H",103.78744,37.89899,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[H:7][H:9].[O:1]=[C:2]([C:3]1([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:8],[O:1]([C:3]1([H:15])[C:2]([H:13])([H:14])[C:6]([H:12])([H:16])[C:4]([H:7])([H:8])[C:5]1([H:10])[H:11])[H:9]>>[H:7][H:9].[O:1]=[C:2]([C:3]1([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:8],[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6]1>>[O:1]=[CH:2][CH:3]1[CH2:4][CH2:5][CH2:6]1.[H:7][H:8],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[H][H].[O]=[C]([C]1([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]
32,32,34,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[H:11][H:13].[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:12])=[C:5]([H:14])[C:6]1([H:15])[H:16])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H8O.H2/c6-5-3-1-2-4-5;/h1-2,5-6H,3-4H2;1H",115.98983,27.34839,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[H:11][H:13].[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:12])=[C:5]([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C:6]1([H:16])[C:4]([H:11])([H:12])[C:2]([H:7])([H:8])[C:3]([H:10])([H:13])[C:5]1([H:9])[H:14])[H:15]>>[H:11][H:13].[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:12])=[C:5]([H:14])[C:6]1([H:15])[H:16])[H:7],[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6]1>>[OH:1][CH:2]1[CH2:3][CH:4]=[CH:5][CH2:6]1.[H:7][H:8],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[H][H].[O]([C]1([H])[C]([H])([H])[C]([H])=[C]([H])[C]1([H])[H])[H]
33,33,35,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C:6]([C:5]([C:4]([C:3]([C:2][H:8])([H:9])[H:10])([H:11])[H:12])([H:13])[H:14])([H:15])[H:16])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H10O/c1-2-3-4-5-6/h1,6H,2-5H2",115.71548,93.92966,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[O:1]([C:6]([C:5]([C:4]([C:3]([C:2][H:8])([H:9])[H:10])([H:11])[H:12])([H:13])[H:14])([H:15])[H:16])[H:7],[O:1]([C:2]1([H:13])[C:3]([H:8])([H:16])[C:5]([H:10])([H:15])[C:6]([H:7])([H:14])[C:4]1([H:11])[H:12])[H:9]>>[O:1]([C:6]([C:5]([C:4]([C:3]([C:2][H:8])([H:9])[H:10])([H:11])[H:12])([H:13])[H:14])([H:15])[H:16])[H:7],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH:1][CH2:2][CH2:3][CH2:4][CH2:5][OH:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[O]([C]([C]([C]([C]([C][H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
34,34,36,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]1([C:5]([C:6]([H:12])([H:15])[H:16])([H:13])[H:14])[H:11])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H10O/c1-2-4-3-5(4)6/h4-6H,2-3H2,1H3/t4-,5+/m0/s1",119.42386,25.24129,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[O:1]([C@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]1([C:5]([C:6]([H:12])([H:15])[H:16])([H:13])[H:14])[H:11])[H:7],[O:1]([C:2]1([H:8])[C:3]([H:7])([H:11])[C:6]([H:12])([H:15])[C:4]([H:13])([H:16])[C:5]1([H:9])[H:10])[H:14]>>[O:1]([C@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]1([C:5]([C:6]([H:12])([H:15])[H:16])([H:13])[H:14])[H:11])[H:7],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH3:1][CH2:2][C@H:3]1[CH2:4][C@H:5]1[OH:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[O]([C@]1([H])[C]([H])([H])[C@@]1([C]([C]([H])([H])[H])([H])[H])[H])[H]
35,35,37,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[C:3]1([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16].[O:1]([C:2][H:8])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2",InChI=1S/C4H8.CH2O/c1-2-4-3-1;1-2/h1-4H2;1-2H,137.06258,94.54446,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[C:3]1([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16].[O:1]([C:2][H:8])[H:7],[O:1]([C:4]1([H:8])[C:2]([H:9])([H:14])[C:6]([H:12])([H:13])[C:5]([H:7])([H:16])[C:3]1([H:10])[H:15])[H:11]>>[C:3]1([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16].[O:1]([C:2][H:8])[H:7],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:4]1.[CH:5][OH:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[C]1([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H].[O]([C][H])[H]
36,36,38,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C:4]([C:5]([C:6]([C:2](=[C:3]([H:9])[H:10])[H:8])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])[H:7],"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2","InChI=1S/C5H10O/c1-2-3-4-5-6/h2,6H,1,3-5H2",102.18914,17.67782,,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[O:1]([C:4]([C:5]([C:6]([C:2](=[C:3]([H:9])[H:10])[H:8])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])[H:7],[O:1]([C:2]1([H:7])[C:3]([H:12])([H:14])[C:6]([H:9])([H:16])[C:5]([H:11])([H:15])[C:4]1([H:10])[H:13])[H:8]>>[O:1]([C:4]([C:5]([C:6]([C:2](=[C:3]([H:9])[H:10])[H:8])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])[H:7],[CH2:1]1[CH2:2][CH2:3][CH:5]([OH:6])[CH2:4]1>>[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][OH:6],[O]([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[H]>>[O]([C]([C]([C]([C](=[C]([H])[H])[H])([H])[H])([H])[H])([H])[H])[H]
37,37,39,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([O:6]/[C:5](=[N:4]\[H:11])[H:12])([H:7])([H:8])[H:9].[N:2]#[C:3][H:10],"InChI=1S/C3H6N2O/c1-4-2-5-3-6/h2-3H,1H3,(H,4,5,6)","InChI=1S/C2H5NO.CHN/c1-4-2-3;1-2/h2-3H,1H3;1H/b3-2-;",107.32879,27.66135,,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:6]/[C:5](=[N:4]\[H:11])[H:12])([H:7])([H:8])[H:9].[N:2]#[C:3][H:10],[C:1](\[N:2]([C:5](=[O:6])[H:12])[H:9])(=[N:4]/[C:3]([H:7])([H:8])[H:11])[H:10]>>[C:1]([O:6]/[C:5](=[N:4]\[H:11])[H:12])([H:7])([H:8])[H:9].[N:2]#[C:3][H:10],[CH:1](=[N:2]/[CH3:7])\[NH:4][CH:5]=[O:6]>>[CH:1]#[N:2].[H:3]/[N:4]=[CH:5]\[O:6][CH3:7],[C](/[N]=[C](/[N]([C](=[O])[H])[H])[H])([H])([H])[H]>>[C]([O]/[C](=[N]\[H])[H])([H])([H])[H].[N]#[C][H]
38,38,40,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[N:2]=[C:3](/[N+:4](=[C-:5][O:6][H:12])[H:11])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C3H6N2O/c1-4-2-5-3-6/h2-3H,1H3,(H,4,5,6)","InChI=1S/C3H6N2O/c1-4-2-5-3-6/h2,5-6H,1H3/b4-2+",72.22379,35.16605,,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1](/[N:2]=[C:3](/[N+:4](=[C-:5][O:6][H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[N:2]=[C:5](/[N:4]([C:3](=[O:6])[H:9])[H:7])[H:8])([H:10])([H:11])[H:12]>>[C:1](/[N:2]=[C:3](/[N+:4](=[C-:5][O:6][H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH3:1]/[N:2]=[CH:3]/[NH+:4]=[C-:5][OH:6],[C](/[N]=[C](/[N]([C](=[O])[H])[H])[H])([H])([H])[H]>>[C](/[N]=[C](/[N+](=[C-][O][H])[H])[H])([H])([H])[H]
39,39,41,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N+:2](=[C-:3][N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C3H6N2O/c1-4-2-5-3-6/h2-3H,1H3,(H,4,5,6)","InChI=1S/C3H6N2O/c1-4-2-5-3-6/h3-4H,1H3,(H,5,6)",70.69436,24.29205,,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N+:2](=[C-:3][N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[N:4]=[C:5](/[N:2]([C:3](=[O:6])[H:12])[H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([N+:2](=[C-:3][N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH3:1][NH+:2]=[C-:3][NH:4][CH:5]=[O:6],[C](/[N]=[C](/[N]([C](=[O])[H])[H])[H])([H])([H])[H]>>[C]([N+](=[C-][N]([C](=[O])[H])[H])[H])([H])([H])[H]
